zpid,GT,GT_class,basic_tom,words_tom,full_tom,basic_reason,words_reason,full_reason
20386845,56,moderate,moderate,moderate,fast,"The property is described as luxurious and well-located, which typically attracts buyers. However, the age of the property and market conditions suggest a moderate selling time.","The property features luxurious amenities and a desirable location, but its age and the specific market conditions may have contributed to a moderate selling time.","The property features desirable attributes like a townhome layout, modern amenities, and proximity to the beach, which are appealing to buyers. The description emphasizes luxury and convenience, suggesting a quick sale."
31542078,246,moderate,fast,fast,fast,"The property is in a desirable location with modern amenities and a competitive price, likely attracting buyers quickly. The combination of features suggests a fast sale.","This condo features desirable attributes like high ceilings, natural light, and a prime location near amenities and public transport, which typically attract buyers quickly.","The property features high-end amenities like a stainless steel chef's kitchen and is located in a desirable area with convenient access to public transport, which typically attracts buyers quickly."
244442670,107,moderate,fast,fast,fast,"The property is in excellent condition and located in a desirable area with amenities and transportation nearby, likely attracting buyers quickly.","The property features desirable amenities like a renovated kitchen and bathroom, hardwood floors, and a great location near transportation and parks, indicating a likely quick sale.","The property features high-quality renovations and desirable amenities, which are appealing to buyers. Its location near transportation and parks adds to its attractiveness, likely leading to a quick sale."
19917259,4,moderate,moderate,moderate,moderate,"The property has appealing features and a desirable location, which likely contributed to a moderate selling time of 2 to 128 days, reflecting a balanced market response.","The property features appealing upgrades and a desirable location, but lacks specific fast-selling keywords. This suggests a moderate selling time, likely between 2 to 128 days.","The property features numerous appealing upgrades and a desirable location in Reseda, which typically attracts buyers. However, the age of the home and market conditions suggest a moderate selling time."
20117043,14,moderate,moderate,moderate,slow,"The property is a fixer-upper in a desirable neighborhood, which typically attracts buyers but may take longer due to renovation needs. Thus, it likely sold in a moderate timeframe.","The property is a fixer-upper with potential, which typically attracts moderate interest. Its age and need for TLC suggest it may not sell as quickly as more updated homes.","The property is a fixer-upper with potential but lacks immediate appeal due to its age and need for renovations. This typically results in a longer time on the market, hence a slow sale."
2061721217,266,moderate,moderate,fast,fast,"The property is well-located with unique features and amenities, which typically attract buyers. However, the age and size may lead to a moderate selling time, likely between 55 to 280 days.","The property features desirable amenities like a private terrace, proximity to public transport, and a vibrant neighborhood, which are appealing to buyers, suggesting a quick sale.","The property features a unique layout, ample amenities, and is conveniently located near public transport and vibrant neighborhood amenities, making it highly attractive to buyers."
31508694,276,moderate,moderate,moderate,moderate,"The property is an investment opportunity with a tenant in place until the end of May, which may extend the time on market. Given the amenities and location, it likely sold in a moderate timeframe.","The property has appealing features and amenities, but the presence of a tenant until the end of May may slow down the sale process, leading to a moderate selling time.","The property features a spacious layout and desirable amenities in a prime location, but the presence of a tenant until May may slow down the sale process, leading to a moderate selling time."
3714101,22,moderate,moderate,fast,fast,"The property features extensive updates and desirable amenities, which typically attract buyers. However, the age of the building and market conditions suggest a moderate selling time.","The property features extensive updates, a desirable location with amenities, and a strong appeal due to its natural light and open floor plan, indicating a likely quick sale.","The property features numerous desirable updates, ample amenities, and a prime location in Lakeview East, which are all attractive to buyers, likely leading to a quick sale."
4135890,45,moderate,moderate,moderate,moderate,"The property has appealing features like updated interiors and a fenced yard, but its age and location in Chicago may lead to a moderate selling time, likely between 21 to 174 days.","The property has appealing features like updated interiors and a fenced yard, but lacks strong fast-selling keywords. Its location and amenities suggest a moderate selling time.","The property features several appealing updates and amenities, such as a fenced yard and updated kitchen, which typically attract buyers. However, the presence of slower-selling words like 'fenced' and 'renovated' suggests a moderate selling timeframe."
3869555,31,moderate,fast,moderate,fast,"The property is located in a desirable urban area with modern amenities and captivating views, likely attracting buyers quickly. Its features and location suggest a fast sale.","The property features modern amenities and a desirable location, but its age and specific attributes may have contributed to a moderate selling time, likely between 20 to 152 days.","The property features modern design, premium amenities, and captivating views, appealing to buyers seeking urban sophistication. Its desirable location and luxury aspects likely contributed to a quick sale."
3871143,117,moderate,moderate,moderate,fast,"The property is a spacious penthouse with great views and amenities, which typically attracts buyers. However, its age and size may lead to a moderate selling time, likely between 20 to 152 days.","The property features desirable amenities and stunning views, but the age and size may lead to a moderate selling time. It likely attracted interest but faced some market competition.","The property features breathtaking views, a spacious layout, and numerous amenities, which are highly desirable. The description emphasizes luxury and convenience, likely attracting buyers quickly."
3696689,42,moderate,moderate,moderate,moderate,"The property is in a desirable area with new construction nearby, but its age and AS-IS condition may have contributed to a moderate selling time, likely between 21 to 174 days.","The property is in a desirable area with new construction nearby, but the age and AS-IS condition may deter some buyers, leading to a moderate selling time.","The property is in a desirable area with vintage charm and good amenities, but being sold AS-IS may deter some buyers, leading to a moderate selling time."
49911288,50,moderate,moderate,fast,fast,"The property features unique characteristics and amenities that appeal to buyers, but its age and specific location may have contributed to a moderate selling time.","This property features desirable attributes like high ceilings, natural light, and a prime location near amenities, which typically attract buyers quickly, leading to a fast sale.","The property features high-demand elements like a unique loft design, prime location near amenities, and modern conveniences, which typically attract buyers quickly, leading to a fast sale."
63695844,24,moderate,moderate,fast,fast,"The property has appealing features and recent updates, which likely attracted buyers, but the age and market conditions suggest it sold in a moderate timeframe of 20 to 152 days.","The property features desirable attributes like a modern open concept, updated amenities, and a prime location in Bucktown, which are appealing to buyers, leading to a quick sale.","The property features desirable attributes like a modern kitchen, private outdoor space, and is located in the sought-after Bucktown neighborhood, which typically leads to quick sales."
2055034539,187,moderate,fast,fast,fast,"The property is located in a desirable area of Astoria with modern amenities and strong financials, likely attracting buyers quickly. Its features and location suggest a fast sale.","The property features modern renovations, a prime location near public transport, and desirable amenities, which are appealing factors that typically lead to a quick sale.","The property features modern renovations, security, and proximity to public transport, appealing to buyers. The vibrant Astoria lifestyle and park-like grounds enhance its desirability, likely leading to a quick sale."
4157424,49,moderate,moderate,moderate,moderate,"The property has a large size and multiple bedrooms, which typically attract buyers, but its age and need for personal touch may lead to a moderate selling time.","The property has potential as an investment with a spacious layout, but lacks immediate appeal with no recent renovations mentioned, suggesting a moderate selling time.","The property has potential as an investment with its spacious layout and features appealing to rehabbers. However, its age and need for personal touch may lead to a moderate selling time."
20806584,50,moderate,moderate,moderate,moderate,"The property, located in a desirable area near the Hollywood sign, likely attracted interest but may have taken some time to sell due to its age and need for updates, resulting in a moderate selling time.","The property has appealing features like stunning views and a versatile layout, but lacks strong fast-selling keywords. It likely sold in a moderate timeframe, around 2 to 128 days.","The property has appealing features like stunning views and upgraded amenities, but its age and the description suggest it may take longer to sell, indicating a moderate selling time."
30769683,151,moderate,moderate,moderate,moderate,"The property is well-maintained and offers desirable features, but being on the market for the first time in over 20 years may lead to a moderate selling time as buyers assess its value.","The property has appealing features like a finished basement and ample storage, but its age and the fact it's been on the market for the first time in 20 years suggest a moderate selling time.","The property has appealing features like a finished basement and ample storage, but its age and the fact it's been on the market for the first time in 20 years suggest a moderate selling time."
20809171,54,moderate,moderate,moderate,moderate,"The property is located in a desirable area with many amenities, which typically attracts buyers. However, the age of the building and the 'as is' condition may have contributed to a moderate selling time.","The property has appealing features like a pool, gym, and great location, but its age and the mention of 'as is' may deter some buyers, leading to a moderate selling time.","The property has appealing features like a pool, gym, and proximity to attractions, but its age and being sold 'as is' may slow down interest, leading to a moderate selling time."
63090725,82,moderate,moderate,moderate,fast,"The property is well-located with modern amenities and a spacious layout, which typically attracts buyers. However, it may have taken longer than 4 days to sell, indicating a moderate selling time.","The property is a modern two-bedroom condo in a desirable area with amenities nearby, which typically attracts buyers. However, it lacks specific fast-selling keywords, suggesting a moderate selling time.","The property features modern amenities, a desirable location near parks and shops, and appealing attributes like a fireplace and balcony, which likely attracted buyers quickly."
63703785,61,moderate,moderate,fast,fast,"The property is located in a desirable area with appealing features, but the age and size may lead to a moderate selling time, likely taking between 20 to 152 days to sell.","The property is described as 'stunning', 'spacious', and 'bright' in a sought-after neighborhood, which are appealing features that typically lead to a fast sale.","The property features desirable attributes like vaulted ceilings, natural light, and a prime location in Little Italy, which are appealing to buyers, likely leading to a quick sale."
20560407,22,moderate,moderate,moderate,moderate,"The property is a unique mid-century modern home in a prime location, which typically attracts interest. However, its age and need for updates may have contributed to a moderate selling time.","The property is a unique mid-century modern home in a prime location, which typically attracts interest. However, its age and need for updates may lead to a moderate selling time.","The property is a unique mid-century modern home in a prime location, which typically attracts interest. However, its age and need for updates may lead to a moderate selling time."
20784731,70,moderate,moderate,moderate,moderate,"The property, with its unique character and prime location, likely attracted interest but took longer than 2 days to sell, indicating a moderate selling period.","The property features unique character and is located in a desirable area, but lacks fast-selling keywords. It likely sold in a moderate timeframe, appealing to specific buyers.","The property features unique architectural elements and is located in a desirable neighborhood, which typically attracts buyers. However, its age and specific style may lead to a moderate selling time."
19899298,50,moderate,moderate,moderate,fast,"The property is well-equipped with desirable features and located in a sought-after area, which likely contributed to a moderate selling time of 2 to 128 days.","The property features numerous upgrades and is located in a desirable neighborhood, which typically attracts buyers. However, its age and size may lead to a moderate selling time.","The property features numerous upgrades, a desirable location, and amenities like a pool and solar panels, which are attractive to buyers, likely leading to a quick sale."
244451155,202,moderate,moderate,fast,fast,"The property has appealing features and a prime location, but the age and size may lead to a moderate selling time, likely taking between 55 to 280 days to sell.","The property features desirable amenities like a renovated interior, Hudson River views, and a prime location in Riverdale, which are attractive to buyers, leading to a fast sale.","The property features high-demand amenities like a terrace, Hudson River views, and a full-service co-op, which are attractive to buyers, likely leading to a quick sale."
300075492,225,moderate,moderate,fast,fast,"The property is in a desirable location with luxury features, but the size and type suggest it may take longer to sell, resulting in a moderate time-on-market.","The property features high-quality materials and amenities, along with a prime location near transportation and shopping, which are appealing factors that typically lead to a quick sale.","The property features high-end materials and amenities, along with a prime location near transportation and shopping, which are attractive to buyers, suggesting a quick sale."
4141969,77,moderate,fast,fast,fast,"The property features extensive renovations and modern amenities, which typically attract buyers quickly. The urgency in the description suggests a strong demand, likely leading to a fast sale.","The property features extensive renovations and modern amenities, appealing to buyers. The urgency in the description ('act fast before it's gone') suggests a quick sale.","The property features extensive renovations and modern amenities, appealing to buyers. The urgency in the description ('act fast before it's gone') suggests a high demand, likely leading to a quick sale."
20142405,10,moderate,slow,slow,slow,"The property is a complete fixer-upper requiring extensive renovations, which typically leads to a longer time on the market. Its as-is condition and financing issues suggest a slow sale.","The property is a complete fixer-upper requiring extensive renovations and is sold as-is, which typically leads to a longer time on the market. Its condition and financing issues suggest a slow sale.","The property is a complete fixer-upper requiring extensive renovations, which typically deters buyers. Its as-is condition and lack of financing options suggest a longer time on the market."
19984874,4,moderate,fast,fast,fast,"The property was sold before processing and is in escrow, indicating a very quick sale, likely within 0 to 2 days.","The property was sold before processing and is in escrow, indicating a quick sale. This suggests high demand and a fast-selling market in Los Angeles.","The property was sold before processing and is in escrow, indicating a very quick sale, likely within 0 to 2 days. This suggests high demand and desirability."
306333766,70,moderate,moderate,fast,fast,"The property is a luxury condo in a desirable area with many appealing features, which likely contributed to a moderate selling time of 20 to 152 days.","This luxury condo features high-end finishes, ample space, and a prime location in a desirable neighborhood, which typically attracts buyers quickly, leading to a fast sale.","The property features luxury amenities, a desirable location in Fulton Market, and a spacious layout, which are attractive to buyers. These factors likely contributed to a quick sale."
54538186,30,moderate,fast,fast,fast,"The property is located in a prime area of Chicago with desirable features and amenities, suggesting high demand. The description indicates urgency, implying it sold quickly.","The property is located in a prime area of Chicago with appealing features like city views, multiple outdoor spaces, and modern updates. The description emphasizes urgency, suggesting it won't last long, indicating a fast sale.","The property features desirable amenities like city views, multiple outdoor spaces, and a prime location in a hot Chicago area, which likely contributed to a quick sale."
30697464,316,slow,moderate,moderate,fast,"The property has a prime location and ample features, but its age and size may lead to a longer selling period. Thus, it likely sold in a moderate timeframe.","The property has appealing features like a prime location and multiple amenities, but lacks fast-selling keywords. Its age and size suggest a moderate selling time.","The property features high-end amenities like custom kitchens and private outdoor spaces, appealing to buyers. Its prime location near shopping and transport further enhances its desirability."
82870119,9,moderate,moderate,fast,fast,"The property is well-updated and located in a desirable area, which typically attracts buyers. However, the age of the property and market conditions suggest a moderate selling time.","This property features modern updates, desirable location, and amenities that appeal to buyers, suggesting a quick sale. The description emphasizes its fresh feel and proximity to attractions.","The property features desirable attributes like a modern remodel, mountain views, and a prime location near parks and dining, which typically attract buyers quickly, indicating a fast sale."
89895643,43,moderate,fast,fast,fast,"The property is well-located near public transport and features appealing amenities like high ceilings and a modern kitchen, likely attracting buyers quickly, resulting in a fast sale.","The property features appealing attributes like high ceilings, abundant natural light, and a chef's kitchen, which are attractive to buyers. Its proximity to the Metra Station enhances its desirability, likely leading to a quick sale.","The property features high ceilings, abundant natural light, and a chef's kitchen, appealing to buyers. Its proximity to the Metra Station enhances convenience, likely leading to a quick sale."
20496811,31,moderate,moderate,moderate,moderate,"The property was on the market for over 60 years, indicating it may have taken a moderate amount of time to sell, likely due to its unique characteristics and potential for renovation.","The property has been on the market for over 60 years, indicating it may not attract immediate buyers. However, its unique features and location suggest a moderate selling time.","The property has been on the market for over 60 years, indicating it may require significant updates or renovations. Its unique charm and location near amenities suggest moderate interest, leading to a moderate selling time."
244999100,152,moderate,moderate,moderate,moderate,"The property is a 1-bedroom co-op in a desirable area with several appealing features, but its age and the competitive market suggest it likely sold in a moderate timeframe.","The property has appealing features like a renovated kitchen and pet-friendly policies, but lacks high-demand keywords associated with fast sales. This suggests a moderate selling time.","The property features a renovated kitchen and is pet-friendly, which are attractive to buyers. However, its age and location may lead to a moderate selling time."
20588886,49,moderate,moderate,moderate,moderate,"The property is a unique mid-century apartment building in Los Angeles, which may attract interest but could take time to sell due to its size and specific market appeal.","The property is a unique mid-century apartment building with multiple units, which typically attracts a specific buyer pool. The description lacks fast-selling keywords, suggesting a moderate selling time.","The property features multiple units and a desirable location in Los Angeles, which typically attracts buyers. However, the age of the building and specific attributes may lead to a moderate selling time."
3660066,55,moderate,moderate,moderate,fast,"The property is well-renovated and located in a desirable neighborhood, which typically attracts buyers. However, the age of the home and market conditions suggest a moderate selling time.","The property has many appealing features and recent upgrades, but the presence of words like 'mudroom' and 'fenced' suggests a slower market appeal, leading to a moderate selling time.","The property is fully renovated with high-end upgrades, located in a desirable neighborhood with amenities nearby. Its appealing features and recent renovations suggest a quick sale."
20746942,31,moderate,moderate,moderate,fast,"The property is described as a desirable mid-century home in a sought-after neighborhood, which typically attracts buyers. However, the age and size may have contributed to a moderate selling time.","The property features appealing attributes and a captivating description, but lacks the urgency or trending keywords that typically indicate a fast sale. It likely sold in a moderate timeframe.","The property features a desirable mid-century design, luxurious amenities, and a prime location in Los Feliz, which typically attracts buyers quickly, leading to a fast sale."
32280999,61,moderate,moderate,moderate,moderate,"The property has unique charm and ample space, but its age and specific location may have contributed to a moderate selling time, likely taking longer than average to attract buyers.","The property has appealing features like a wood-burning fireplace and a private backyard, but its age and the lack of modern updates may have contributed to a moderate selling time.","The property features unique charm and desirable amenities like a garage and large bedrooms, but its age and unfinished basement may deter some buyers, leading to a moderate selling time."
65245297,14,moderate,moderate,fast,fast,"The property is located in a desirable area with modern updates and amenities, which typically leads to a moderate selling time. It likely attracted interest but may not have sold immediately.","The property features desirable attributes like a turn-key condition, modern renovations, and a prime location in Porter Ranch, which are appealing to buyers, suggesting a quick sale.","The property features desirable attributes like a turn-key condition, modern renovations, and a prime location in Porter Ranch, which typically attracts buyers quickly, leading to a fast sale."
3972182,106,moderate,moderate,fast,fast,"The property has extensive upgrades and features that appeal to buyers, but the age and size may lead to a moderate selling time, likely taking between 21 to 174 days.","The property features numerous recent upgrades and modern amenities, appealing to buyers looking for move-in ready homes. The detailed description and location suggest a high demand, likely leading to a quick sale.","The property features numerous recent upgrades and modern amenities, appealing to buyers looking for move-in ready homes. Its excellent condition and desirable location suggest a quick sale."
219636741,254,moderate,moderate,fast,fast,"The property is located in a prime area with luxury amenities, which typically attracts buyers. However, the size and price may lead to a moderate selling time, likely between 55 to 280 days.","The property features high-end finishes and amenities, including Gaggenau appliances and Four Seasons services, which are attractive to buyers. The luxury market in NYC typically sells quickly.","The property features high-end finishes and luxury amenities, including Gaggenau appliances and Four Seasons services, which are attractive to buyers, likely leading to a quick sale."
2097868988,242,moderate,moderate,fast,fast,"The property is a luxurious duplex in a prime location, which typically attracts buyers. However, its age and high price point may have contributed to a moderate selling time.","The property features high-end finishes, luxury amenities, and is located in a desirable area of Brooklyn Heights, which typically attracts buyers quickly, leading to a fast sale.","The property features high-end amenities and luxury brands like Miele and Bertazzoni, which are attractive to buyers. Its prime location in Brooklyn Heights also contributes to a quick sale."
20149557,33,moderate,moderate,moderate,slow,"The property was sold in a moderate timeframe, likely due to its need for updates and repairs, which may have deterred some buyers. The appeal of the location and size helped maintain interest.","The property has a prime location and many appealing features, but it requires some updates and is being sold as-is. This combination likely led to a moderate selling time.","The property has been on the market for a significant time, indicated by the seller's mention of being in escrow and the need for repairs. The description suggests it may require extensive updates, which can deter buyers."
3929518,44,moderate,slow,slow,slow,"The property has been owned for over 28 years and is being sold as-is, which may deter buyers. Additionally, the age and size suggest it may take longer to sell.","The property is being sold 'AS-IS' and has been owned for over 28 years, which may deter buyers looking for move-in ready homes. Additionally, the age and condition suggest a longer selling period.","The property is being sold 'AS-IS' and has been owned for over 28 years, which may deter buyers looking for move-in ready homes. Additionally, the age of the house (111 years) suggests potential renovation needs."
4159420,131,moderate,moderate,moderate,moderate,"The property has a motivated seller and appealing features, but the age of the home and estate sale context may lead to a moderate selling time, likely between 21 to 174 days.","The property has appealing features like a modern kitchen and ample space, but the mention of it being an estate sale and the age of the home may contribute to a moderate selling time.","The property features a motivated seller and appealing attributes like a stunning kitchen and ample space, which typically attract buyers. However, the age of the home and its estate sale status may lead to a moderate selling time."
4123447,40,moderate,slow,fast,fast,"The property is under 'Highest & Best' with a due date of 4/19/2024, indicating it has been on the market for an extended period, likely leading to a slow sale.","The property has received multiple offers and is under Highest & Best, indicating high demand and likely a quick sale. The focus on rehabbers suggests it will attract investors quickly.","The property is appealing to rehabbers and investors, indicating high demand. The mention of multiple offers and a due date for highest and best suggests a competitive market, leading to a fast sale."
4172264,234,slow,fast,moderate,fast,"The property is described as impeccably renovated and well-maintained, with appealing features and a prime location. Such attributes typically attract buyers quickly, suggesting a fast sale.","The property features appealing renovations and a desirable location, but the presence of words like 'renovated' and 'ranch' suggests a moderate selling pace, likely taking longer than 21 days.","The property features modern renovations, a desirable location near transportation, and appealing attributes like updated kitchens and spacious living areas, which typically attract buyers quickly."
29780942,228,moderate,fast,fast,fast,"The property is located in New York, a high-demand area, and features desirable attributes like natural light, modern amenities, and proximity to subway lines, likely leading to a quick sale.","The property features desirable attributes like high ceilings, natural light, and in-unit laundry, along with a prime location near subway lines, suggesting a quick sale.","The property features desirable attributes like in-unit laundry, high ceilings, and a great location near subway lines, which typically attract buyers quickly, leading to a fast sale."
32329390,127,moderate,moderate,slow,slow,"The property requires TLC and has original features, which may deter some buyers, leading to a moderate selling time. Updated windows and roof are positives but not enough to ensure a fast sale.","The property requires significant renovations ('TLC') and has original kitchen and bathroom, which typically leads to a longer selling period, especially in a competitive market.","The property requires significant renovations (TLC needed) and has original kitchen and bathroom, which may deter buyers, leading to a longer time on the market."
84075645,36,moderate,moderate,fast,fast,"The property has appealing features and a desirable location, which likely contributed to a moderate selling time of 4 to 153 days, indicating a balanced market response.","The property features desirable attributes like spaciousness, views, and modern amenities, which are appealing in the Los Angeles market. The description emphasizes its ideal location and community features, suggesting a quick sale.","The property features desirable attributes like spaciousness, views, and modern amenities, which are appealing to buyers. The location and community amenities further enhance its attractiveness, likely leading to a quick sale."
20945027,14,moderate,moderate,slow,slow,"The property is a probate sale and sold as-is, which typically leads to a moderate selling time. The appealing features may attract buyers, but the probate status can slow down the process.","The property is a probate sale and sold as-is, which typically indicates potential issues that may deter buyers. Additionally, the age of the home and lack of modern upgrades suggest a longer selling period.","The property is a probate sale and sold as-is, which typically indicates potential issues that may deter buyers. Additionally, the age of the home and lack of modern upgrades suggest a longer selling period."
3854801,50,moderate,moderate,fast,fast,"The property is located in a desirable area with appealing features, but its age and size may lead to a moderate selling time, likely taking between 20 to 152 days to sell.","The property features desirable amenities, a spacious layout, and a prime location in Chicago, which are appealing to buyers. The description emphasizes natural light and modern finishes, likely attracting quick interest.","The property features desirable amenities, a spacious layout, and a prime location in Chicago, which typically attracts buyers quickly. The abundance of natural light and modern finishes also enhance its appeal."
32298310,72,moderate,moderate,moderate,moderate,"The property has a desirable location and features, but its age and size may have contributed to a moderate selling time, likely taking longer than 54 days but less than 272 days.","The description highlights desirable features like a formal dining room and garage, but lacks strong fast-selling keywords. The age of the home may also contribute to a moderate selling time.","The property features desirable attributes like a garage and eat-in kitchen, but its age and location in New York may lead to a moderate selling time, likely between 54 to 272 days."
19924620,10,moderate,moderate,moderate,moderate,"The property is well-remodeled and located in a desirable neighborhood, which typically attracts buyers. However, the age of the home and market conditions suggest a moderate selling time.","The description highlights modern upgrades and a desirable location, which typically attract buyers. However, the age of the home and lack of highly sought-after keywords suggest a moderate selling time.","The property features modern upgrades and is located in a desirable neighborhood, which typically attracts buyers. However, the age of the home and market conditions suggest a moderate selling time."
4013549,28,moderate,moderate,slow,slow,"The property is an estate sale and sold as-is, which may attract buyers but also deter some. Given its age and condition, it likely took a moderate time to sell.","The property is an estate sale and sold as-is, which typically attracts fewer buyers. Additionally, the age of the house and lack of modern updates suggest a longer selling period.","The property is an estate sale and sold as-is, which may deter buyers looking for move-in ready homes. Additionally, the age of the house (99 years) may require significant renovations, leading to a slower sale."
3552827,32,moderate,moderate,fast,fast,"The property features extensive renovations and a desirable location, which typically attract buyers. However, the age of the home and market conditions suggest a moderate selling time.","The property features desirable updates like a renovated kitchen and new systems, along with a prime location near schools and parks, which typically attract buyers quickly.","The property features desirable attributes like a renovated kitchen, hardwood floors, and a prime location near schools and parks, which are appealing to buyers, indicating a fast sale."
30612598,241,moderate,moderate,fast,fast,"The property is a well-maintained, income-producing townhouse in a prime Brooklyn location, which typically attracts buyers. However, the age and size may lead to a moderate selling time.","The property features a mortgage buy-down incentive, a prime location, and multiple income-generating options, which are attractive to buyers, suggesting a quick sale.","The property features a mortgage buy-down incentive, a prime location, and multiple income-generating options, which are attractive to buyers, likely leading to a quick sale."
2057138095,56,moderate,fast,fast,fast,"The property is a new construction in a trendy neighborhood with desirable features, likely attracting buyers quickly. Its modern amenities and ideal location suggest a fast sale.","The property features modern amenities, a desirable open floor plan, and is located in a trendy neighborhood with good transport links, which typically attracts buyers quickly.","The property features modern amenities, a desirable location near public transport, and an appealing open floor plan, which are all factors that typically lead to a quick sale."
20031921,97,moderate,moderate,fast,fast,"The property is well-renovated and located in a desirable area, which typically attracts buyers. However, the age of the home and size may lead to a moderate selling time, likely taking 2 to 128 days.","The property features high-end renovations, a desirable location in a sought-after school district, and modern amenities, which typically attract buyers quickly, indicating a fast sale.","The property features modern upgrades, a desirable location in a sought-after school district, and amenities like a pool, which typically attract buyers quickly, indicating a fast sale."
89148009,19,moderate,moderate,fast,fast,"The property is a desirable corner unit with great views and modern amenities, which typically attracts buyers. However, it may have taken longer than 4 days to sell, indicating a moderate selling time.","The property features desirable attributes like a corner unit with phenomenal views, modern upgrades, and a great community, which are appealing in the Los Angeles market, suggesting a quick sale.","The property features desirable attributes like a corner unit with phenomenal views, modern upgrades, and a sought-after community, which typically leads to quick sales in Los Angeles."
215947784,349,slow,moderate,moderate,moderate,"The property is a two-bedroom coop in a competitive market, but financing limitations may have slowed its sale. Thus, it likely sold in a moderate timeframe of 55 to 280 days.","The property has appealing features like a bright layout and pet-friendly amenities, but financing limitations may slow down the sale, leading to a moderate selling time.","The property has appealing features like a bright layout and pet-friendly amenities, but limited financing options may deter buyers, leading to a moderate selling time."
20960312,79,moderate,moderate,moderate,moderate,"The property is well-located in Los Angeles with appealing features, but its age and size may have contributed to a moderate selling time, likely taking between 2 to 128 days.","The property has appealing features like a private backyard and flexible living space, but lacks strong fast-selling keywords. It likely sold in a moderate timeframe.","The property has appealing features like a private backyard and flexible living space, but its age and lack of parking may slow interest, leading to a moderate selling time."
3553136,34,moderate,moderate,moderate,moderate,"The property is well-maintained and located in a desirable neighborhood, which typically attracts buyers. However, the age of the home and size may lead to a moderate selling time.","The property has desirable features like a spacious layout, recent updates, and is located in a sought-after neighborhood, which typically leads to moderate selling times.","The property features desirable updates and a spacious layout in a sought-after neighborhood, which typically attracts buyers. However, the age and size may lead to a moderate selling time."
89904588,33,moderate,moderate,fast,fast,"The property is well-located with appealing features like a spacious layout and modern amenities, which typically attract buyers. However, the age and size suggest a moderate selling pace.","The property features appealing attributes like a spacious layout, modern kitchen, and excellent location with high walkability. These factors typically attract buyers quickly, suggesting a fast sale.","The property features desirable amenities like a spacious layout, modern kitchen, and excellent location with a high walk score, making it appealing to buyers and likely to sell quickly."
19909564,33,moderate,moderate,moderate,moderate,"The property is in a desirable area and has been well-maintained, but being a light fixer may have slowed interest. The offers due date suggests a moderate selling timeframe.","The property has been on the market for a significant time (47 years since last sold), indicating potential buyer hesitation. However, its desirable location and features suggest a moderate selling pace.","The property is in a desirable neighborhood and has appealing features, but it is a light fixer and has been on the market for a long time, suggesting a moderate selling time."
32093985,103,moderate,slow,slow,moderate,"The property has a delayed closing date requested by the sellers, which indicates a longer time on the market. Additionally, the age and size may contribute to a slower sale.","The property has a long closing timeline requested by the sellers, which indicates a slower selling process. Additionally, the age of the home and lack of certain modern features may contribute to a longer market time.","The property is described as 'immaculately maintained' and 'turnkey', which are appealing features. However, the sellers cannot close until August 2024, likely extending the time on market."
113356351,32,moderate,moderate,fast,fast,"The property is well-located and spacious, which typically attracts buyers. However, the age and type suggest it may take longer to sell, resulting in a moderate selling time.","The property features desirable attributes like spaciousness, modern amenities, and a prime location in Highland Park, which are appealing to buyers, likely leading to a quick sale.","The property features desirable attributes like spaciousness, modern amenities, and a prime location in Highland Park, which are appealing to buyers, likely leading to a quick sale."
20812618,15,moderate,moderate,moderate,moderate,"The property, with its unique historical charm and modern upgrades, likely attracted interest but may have taken some time to find the right buyer, resulting in a moderate selling time.","The property features a unique historical background and extensive upgrades, which may attract buyers but could also lead to a longer decision-making process, resulting in a moderate selling time.","The property features a unique blend of historic charm and modern upgrades, which typically attracts buyers. However, its age and specific location may lead to a moderate selling time."
3872234,27,moderate,moderate,moderate,moderate,"The property is in a desirable location with ample amenities, which typically attracts buyers. However, its age and size may have contributed to a moderate selling time.","The property features desirable amenities and a prime location, but its age and the lack of fast-selling keywords suggest it may take longer to sell, resulting in a moderate selling time.","The property features desirable amenities and a prime location in Printers Row, which typically attracts buyers. However, the age of the building and market conditions may lead to a moderate selling time."
348823736,5,moderate,moderate,moderate,moderate,"The property has appealing features such as an updated ADU and desirable location, which likely contributed to a moderate selling time of 2 to 128 days.","The property has appealing features like an updated ADU and desirable location, but lacks strong fast-selling keywords. This suggests a moderate selling time of 2 to 128 days.","The property has appealing features like an updated ADU and a desirable location, but lacks strong fast-selling keywords. It likely sold in a moderate timeframe of 2 to 128 days."
124264527,135,moderate,moderate,fast,fast,"The property features a desirable location and modern finishes, which typically attract buyers. However, the age of the building and market conditions suggest a moderate selling time.","The property features modern finishes, a prime location, and desirable amenities, which are appealing to buyers. The description emphasizes sunlight and elegance, suggesting a quick sale.","The property features high-end finishes and a prime location, which are attractive to buyers. The description emphasizes modern amenities and convenience, likely leading to a quick sale."
30787618,104,moderate,fast,fast,fast,"The property features modern upgrades and is located in a desirable area of New York, which typically attracts buyers quickly, resulting in a fast sale.","The property features desirable updates like a granite kitchen, new baths, and custom finishes, which are appealing in the New York market, suggesting a quick sale.","The property features desirable attributes like a granite kitchen, new baths, and custom finishes, which are appealing to buyers. The emphasis on location and modern amenities suggests a quick sale."
